"Gene"
"ENSG00000114933.15|INO80D"
"ENSG00000130985.16|UBA1"
"ENSG00000049246.14|PER3"
"ENSG00000140386.12|SCAPER"
"ENSG00000157214.13|STEAP2"
"ENSG00000029363.15|BCLAF1"
"ENSG00000278869.1|CITF22-49E9.3"
"ENSG00000165795.22|NDRG2"
"ENSG00000224479.6|AC136289.1"
"ENSG00000121297.6|TSHZ3"
"ENSG00000160233.7|LRRC3"
"ENSG00000088756.12|ARHGAP28"
"ENSG00000143324.13|XPR1"
"ENSG00000135597.18|REPS1"
"ENSG00000125962.14|ARMCX5"
"ENSG00000133059.16|DSTYK"
"ENSG00000135926.13|TMBIM1"
"ENSG00000124766.6|SOX4"
"ENSG00000120341.18|SEC16B"
"ENSG00000183624.13|HMCES"
"ENSG00000275900.1|U3"
"ENSG00000115109.13|EPB41L5"
"ENSG00000226944.1|RP1-120G22.11"
"ENSG00000164124.10|TMEM144"
"ENSG00000173442.12|EHBP1L1"
"ENSG00000175874.9|CREG2"
"ENSG00000224383.7|PRR29"
"ENSG00000013364.18|MVP"
"ENSG00000257156.1|RP11-13A1.3"
"ENSG00000113924.11|HGD"
"ENSG00000169598.15|DFFB"
"ENSG00000196368.4|NUDT11"
"ENSG00000065809.13|FAM107B"
"ENSG00000176749.8|CDK5R1"
"ENSG00000054277.13|OPN3"
"ENSG00000143494.15|VASH2"
"ENSG00000124214.19|STAU1"
"ENSG00000037749.11|MFAP3"
"ENSG00000260903.2|XKR7"
"ENSG00000143499.13|SMYD2"
"ENSG00000157693.14|C9orf91"
"ENSG00000135144.7|DTX1"
"ENSG00000104885.17|DOT1L"
"ENSG00000158856.17|DMTN"
"ENSG00000111912.19|NCOA7"
"ENSG00000110400.10|NECTIN1"
"ENSG00000156026.14|MCU"
"ENSG00000168710.17|AHCYL1"
"ENSG00000180917.17|CMTR2"
"ENSG00000160216.18|AGPAT3"
"ENSG00000108852.14|MPP2"
"ENSG00000110700.6|RPS13"
"ENSG00000156486.7|KCNS2"
"ENSG00000163449.10|TMEM169"
"ENSG00000155962.12|CLIC2"
"ENSG00000249362.1|CTD-2316B1.1"
"ENSG00000227544.8|AC018647.3"
"ENSG00000170242.17|USP47"
"ENSG00000260231.1|JHDM1D-AS1"
"ENSG00000050030.13|KIAA2022"
"ENSG00000127666.9|TICAM1"
"ENSG00000058453.16|CROCC"
"ENSG00000142687.17|KIAA0319L"
"ENSG00000198873.11|GRK5"
"ENSG00000279419.1|RP5-907C10.3"
"ENSG00000115091.11|ACTR3"
"ENSG00000254122.2|PCDHGB7"
"ENSG00000164440.14|TXLNB"
"ENSG00000189298.13|ZKSCAN3"
"ENSG00000004961.14|HCCS"
"ENSG00000177868.11|SVBP"
"ENSG00000168081.8|PNOC"
"ENSG00000182511.11|FES"
"ENSG00000198521.11|ZNF43"
"ENSG00000168615.11|ADAM9"
"ENSG00000100592.15|DAAM1"
"ENSG00000154146.12|NRGN"
"ENSG00000151414.14|NEK7"
"ENSG00000169031.18|COL4A3"
"ENSG00000124222.22|STX16"
"ENSG00000139318.7|DUSP6"
"ENSG00000088836.12|SLC4A11"
"ENSG00000163935.13|SFMBT1"
"ENSG00000163520.13|FBLN2"
"ENSG00000132535.18|DLG4"
"ENSG00000153446.15|C16orf89"
"ENSG00000047662.4|FAM184B"
"ENSG00000263724.1|DLGAP1-AS3"
"ENSG00000117525.13|F3"
"ENSG00000189221.9|MAOA"
"ENSG00000147118.11|ZNF182"
"ENSG00000130363.11|RSPH3"
"ENSG00000144893.12|MED12L"
"ENSG00000271474.1|RP11-710C12.1"
"ENSG00000162413.16|KLHL21"
"ENSG00000063176.15|SPHK2"
"ENSG00000143207.19|RFWD2"
"ENSG00000087088.19|BAX"
"ENSG00000196812.4|ZSCAN16"
"ENSG00000197121.14|PGAP1"
"ENSG00000106086.18|PLEKHA8"
"ENSG00000047849.21|MAP4"
"ENSG00000062650.17|WAPL"
"ENSG00000135940.6|COX5B"
"ENSG00000131115.15|ZNF227"
"ENSG00000166024.13|R3HCC1L"
"ENSG00000109171.14|SLAIN2"
"ENSG00000266094.7|RASSF5"
"ENSG00000248485.1|PCP4L1"
"ENSG00000100154.14|TTC28"
"ENSG00000102032.12|RENBP"
"ENSG00000161203.13|AP2M1"
"ENSG00000182985.16|CADM1"
"ENSG00000104889.4|RNASEH2A"
"ENSG00000102837.6|OLFM4"
"ENSG00000136928.6|GABBR2"
"ENSG00000118513.18|MYB"
"ENSG00000104824.16|HNRNPL"
"ENSG00000105467.8|SYNGR4"
"ENSG00000236540.7|AC006547.13"
"ENSG00000171016.11|PYGO1"
"ENSG00000144749.13|LRIG1"
"ENSG00000235194.8|PPP1R3E"
"ENSG00000160862.12|AZGP1"
"ENSG00000105707.13|HPN"
"ENSG00000170631.14|ZNF16"
"ENSG00000145247.11|OCIAD2"
"ENSG00000137710.14|RDX"
"ENSG00000182220.14|ATP6AP2"
"ENSG00000184144.10|CNTN2"
"ENSG00000163661.3|PTX3"
"ENSG00000141971.12|MVB12A"
"ENSG00000157450.15|RNF111"
"ENSG00000108424.9|KPNB1"
"ENSG00000170271.10|FAXDC2"
"ENSG00000280776.1|LINC01202"
"ENSG00000160199.14|PKNOX1"
"ENSG00000198440.9|ZNF583"
"ENSG00000248184.1|RP11-231C18.1"
"ENSG00000107443.15|CCNJ"
"ENSG00000104825.16|NFKBIB"
"ENSG00000168314.17|MOBP"
"ENSG00000168734.13|PKIG"
"ENSG00000155097.11|ATP6V1C1"
"ENSG00000165152.8|TMEM246"
"ENSG00000134744.13|ZCCHC11"
"ENSG00000221983.7|UBA52"
"ENSG00000196418.12|ZNF124"
"ENSG00000231422.2|LINC01516"
"ENSG00000177453.7|NIM1K"
"ENSG00000140350.15|ANP32A"
"ENSG00000181773.6|GPR3"
"ENSG00000130827.6|PLXNA3"
"ENSG00000025293.16|PHF20"
"ENSG00000159921.14|GNE"
"ENSG00000047648.21|ARHGAP6"
"ENSG00000248738.6|RP11-87E22.2"
"ENSG00000260822.1|GS1-358P8.4"
"ENSG00000164659.14|KIAA1324L"
"ENSG00000183454.15|GRIN2A"
"ENSG00000213704.3|EEF1A1P15"
"ENSG00000140015.19|KCNH5"
"ENSG00000002745.12|WNT16"
"ENSG00000138468.15|SENP7"
"ENSG00000149575.5|SCN2B"
"ENSG00000171425.9|ZNF581"
"ENSG00000167554.14|ZNF610"
"ENSG00000122035.6|RASL11A"
"ENSG00000071991.8|CDH19"
"ENSG00000196810.4|CTBP1-AS2"
"ENSG00000251450.1|RASGRF2-AS1"
"ENSG00000185761.10|ADAMTSL5"
"ENSG00000166173.10|LARP6"
"ENSG00000132122.11|SPATA6"
"ENSG00000061938.16|TNK2"
"ENSG00000171476.21|HOPX"
"ENSG00000074855.10|ANO8"
"ENSG00000134046.11|MBD2"
"ENSG00000180537.12|RNF182"
"ENSG00000147576.15|ADHFE1"
"ENSG00000174951.10|FUT1"
"ENSG00000105173.13|CCNE1"
"ENSG00000141570.10|CBX8"
"ENSG00000173805.15|HAP1"
"ENSG00000214376.5|VSTM5"
"ENSG00000183401.11|CCDC159"
"ENSG00000196353.11|CPNE4"
"ENSG00000164663.14|USP49"
"ENSG00000064393.15|HIPK2"
"ENSG00000172465.13|TCEAL1"
"ENSG00000163377.15|FAM19A4"
"ENSG00000155792.9|DEPTOR"
"ENSG00000225614.2|ZNF469"
"ENSG00000114988.11|LMAN2L"
"ENSG00000172053.16|QARS"
"ENSG00000132964.11|CDK8"
"ENSG00000196670.13|ZFP62"
"ENSG00000153902.13|LGI4"
"ENSG00000279833.1|RP4-742C19.13"
"ENSG00000197776.7|KLHDC1"
"ENSG00000147140.15|NONO"
"ENSG00000070367.15|EXOC5"
"ENSG00000197580.11|BCO2"
"ENSG00000121741.16|ZMYM2"
"ENSG00000072657.8|TRHDE"
"ENSG00000241990.5|PRR34-AS1"
"ENSG00000130653.15|PNPLA7"
"ENSG00000125869.9|LAMP5"
"ENSG00000144152.12|FBLN7"
"ENSG00000013293.5|SLC7A14"
"ENSG00000270181.1|BIVM-ERCC5"
"ENSG00000040275.16|SPDL1"
"ENSG00000111540.15|RAB5B"
"ENSG00000101298.13|SNPH"
"ENSG00000036672.15|USP2"
"ENSG00000187775.16|DNAH17"
"ENSG00000147481.14|SNTG1"
"ENSG00000088356.5|PDRG1"
"ENSG00000259319.1|RP11-293M10.6"
"ENSG00000154358.20|OBSCN"
"ENSG00000136531.14|SCN2A"
"ENSG00000007171.16|NOS2"
"ENSG00000141524.15|TMC6"
"ENSG00000067082.14|KLF6"
"ENSG00000124688.13|MAD2L1BP"
"ENSG00000153774.8|CFDP1"
"ENSG00000177485.6|ZBTB33"
"ENSG00000165678.20|GHITM"
"ENSG00000157429.15|ZNF19"
"ENSG00000111371.15|SLC38A1"
"ENSG00000101079.20|NDRG3"
"ENSG00000082269.16|FAM135A"
"ENSG00000164603.11|BMT2"
"ENSG00000110497.14|AMBRA1"
"ENSG00000162434.11|JAK1"
"ENSG00000214140.10|PRCD"
"ENSG00000225988.1|LAMP5-AS1"
"ENSG00000156642.16|NPTN"
"ENSG00000188921.13|HACD4"
"ENSG00000076321.10|KLHL20"
"ENSG00000131871.14|VIMP"
"ENSG00000151502.10|VPS26B"
"ENSG00000018625.14|ATP1A2"
"ENSG00000172733.11|PURG"
"ENSG00000101193.7|GID8"
"ENSG00000183807.7|FAM162B"
"ENSG00000131981.15|LGALS3"
"ENSG00000079819.17|EPB41L2"
"ENSG00000128218.7|VPREB3"
"ENSG00000161642.17|ZNF385A"
"ENSG00000188785.11|ZNF548"
"ENSG00000141854.8|MIR1199"
"ENSG00000173705.8|SUSD5"
"ENSG00000136003.15|ISCU"
"ENSG00000112414.14|ADGRG6"
"ENSG00000197077.13|KIAA1671"
"ENSG00000184207.8|PGP"
"ENSG00000246082.2|NUDT16P1"
"ENSG00000144837.8|PLA1A"
"ENSG00000147255.18|IGSF1"
"ENSG00000100297.15|MCM5"
"ENSG00000144847.12|IGSF11"
"ENSG00000280105.1|RP11-334E15.1"
"ENSG00000244005.12|NFS1"
"ENSG00000130176.7|CNN1"
"ENSG00000124784.8|RIOK1"
"ENSG00000170745.11|KCNS3"
"ENSG00000107949.16|BCCIP"
"ENSG00000119900.7|OGFRL1"
"ENSG00000167778.8|SPRYD3"
"ENSG00000088992.17|TESC"
"ENSG00000180884.9|ZNF792"
"ENSG00000113300.11|CNOT6"
"ENSG00000169047.5|IRS1"
"ENSG00000177469.12|PTRF"
"ENSG00000138152.8|BTBD16"
"ENSG00000146576.12|C7orf26"
"ENSG00000165209.18|STRBP"
"ENSG00000015133.18|CCDC88C"
"ENSG00000231863.1|RP3-428L16.1"
"ENSG00000259959.1|RP11-121C2.2"
"ENSG00000188177.13|ZC3H6"
"ENSG00000121361.3|KCNJ8"
"ENSG00000070808.15|CAMK2A"
"ENSG00000140153.17|WDR20"
"ENSG00000181409.11|AATK"
"ENSG00000119655.9|NPC2"
"ENSG00000137409.19|MTCH1"
"ENSG00000167447.12|SMG8"
"ENSG00000153012.11|LGI2"
"ENSG00000067248.9|DHX29"
"ENSG00000074410.13|CA12"
"ENSG00000146205.13|ANO7"
"ENSG00000120699.12|EXOSC8"
"ENSG00000105696.8|TMEM59L"
"ENSG00000102221.13|JADE3"
"ENSG00000058668.14|ATP2B4"
"ENSG00000160190.13|SLC37A1"
"ENSG00000250241.5|RP11-9G1.3"
"ENSG00000092068.19|SLC7A8"
"ENSG00000198648.10|STK39"
"ENSG00000118985.15|ELL2"
"ENSG00000175866.15|BAIAP2"
"ENSG00000237172.3|B3GNT9"
"ENSG00000187987.9|ZSCAN23"
"ENSG00000123143.12|PKN1"
"ENSG00000116688.16|MFN2"
"ENSG00000134215.15|VAV3"
"ENSG00000007174.17|DNAH9"
"ENSG00000119383.19|PTPA"
"ENSG00000136152.14|COG3"
"ENSG00000169752.16|NRG4"
"ENSG00000106829.18|TLE4"
"ENSG00000119596.17|YLPM1"
"ENSG00000163013.11|FBXO41"
"ENSG00000253877.5|LINC01608"
"ENSG00000105976.14|MET"
"ENSG00000253304.1|TMEM200B"
"ENSG00000006704.10|GTF2IRD1"
"ENSG00000102900.12|NUP93"
"ENSG00000167100.14|SAMD14"
"ENSG00000160097.15|FNDC5"
"ENSG00000151882.11|CCL28"
"ENSG00000140284.10|SLC27A2"
"ENSG00000131873.5|CHSY1"
"ENSG00000054938.15|CHRDL2"
"ENSG00000198491.3|RP11-208N14.4"
"ENSG00000189060.5|H1F0"
"ENSG00000166707.10|ZCCHC18"
"ENSG00000118960.12|HS1BP3"
"ENSG00000164111.14|ANXA5"
"ENSG00000134321.11|RSAD2"
"ENSG00000118898.15|PPL"
"ENSG00000132481.6|TRIM47"
"ENSG00000203876.9|ADD3-AS1"
"ENSG00000225683.5|PACRG-AS3"
"ENSG00000146090.15|RASGEF1C"
"ENSG00000161249.20|DMKN"
"ENSG00000166326.6|TRIM44"
"ENSG00000134138.19|MEIS2"
"ENSG00000139508.14|SLC46A3"
"ENSG00000213563.6|C8orf82"
"ENSG00000124571.17|XPO5"
"ENSG00000151176.7|PLBD2"
"ENSG00000182872.15|RBM10"
"ENSG00000180354.15|MTURN"
"ENSG00000109685.17|WHSC1"
"ENSG00000099219.13|ERMP1"
"ENSG00000204397.7|CARD16"
"ENSG00000163322.13|FAM175A"
"ENSG00000180901.10|KCTD2"
"ENSG00000167461.11|RAB8A"
"ENSG00000204178.9|TMEM57"
"ENSG00000198624.12|CCDC69"
"ENSG00000198915.11|RASGEF1A"
"ENSG00000180357.9|ZNF609"
"ENSG00000163155.11|LYSMD1"
"ENSG00000140479.16|PCSK6"
"ENSG00000104967.6|NOVA2"
"ENSG00000211456.10|SACM1L"
"ENSG00000211448.11|DIO2"
"ENSG00000184408.9|KCND2"
"ENSG00000239828.6|RP11-446H18.5"
"ENSG00000167555.13|ZNF528"
"ENSG00000165092.12|ALDH1A1"
"ENSG00000128294.15|TPST2"
"ENSG00000135821.17|GLUL"
"ENSG00000139182.13|CLSTN3"
"ENSG00000173273.15|TNKS"
"ENSG00000197430.10|OPALIN"
"ENSG00000135914.5|HTR2B"
"ENSG00000158373.8|HIST1H2BD"
"ENSG00000177732.8|SOX12"
"ENSG00000088808.16|PPP1R13B"
"ENSG00000114166.7|KAT2B"
"ENSG00000107643.15|MAPK8"
"ENSG00000066827.15|ZFAT"
"ENSG00000136161.12|RCBTB2"
"ENSG00000259823.5|LYPD8"
"ENSG00000109193.10|SULT1E1"
"ENSG00000133794.17|ARNTL"
"ENSG00000198945.7|L3MBTL3"
"ENSG00000146001.5|PCDHB18P"
"ENSG00000086589.11|RBM22"
"ENSG00000180628.14|PCGF5"
"ENSG00000173933.19|RBM4"
"ENSG00000172292.14|CERS6"
"ENSG00000113441.15|LNPEP"
"ENSG00000085552.16|IGSF9"
"ENSG00000130348.11|QRSL1"
"ENSG00000157800.17|SLC37A3"
"ENSG00000090060.17|PAPOLA"
"ENSG00000140939.14|NOL3"
"ENSG00000152601.17|MBNL1"
"ENSG00000080839.11|RBL1"
"ENSG00000064787.13|BCAS1"
"ENSG00000178338.10|ZNF354B"
"ENSG00000105732.12|ZNF574"
"ENSG00000274021.1|RP11-823E8.3"
"ENSG00000240024.5|LINC00888"
"ENSG00000181656.6|GPR88"
"ENSG00000067992.12|PDK3"
"ENSG00000135097.6|MSI1"
"ENSG00000143369.14|ECM1"
"ENSG00000073150.13|PANX2"
"ENSG00000198887.8|SMC5"
"ENSG00000114302.15|PRKAR2A"
"ENSG00000132623.15|ANKEF1"
"ENSG00000147852.15|VLDLR"
"ENSG00000172575.11|RASGRP1"
"ENSG00000157106.16|SMG1"
"ENSG00000151846.8|PABPC3"
"ENSG00000143801.16|PSEN2"
"ENSG00000197448.13|GSTK1"
"ENSG00000178184.15|PARD6G"
"ENSG00000188051.6|TMEM221"
"ENSG00000159720.11|ATP6V0D1"
"ENSG00000135905.18|DOCK10"
"ENSG00000256294.7|ZNF225"
"ENSG00000149218.4|ENDOD1"
"ENSG00000277449.1|CEBPB-AS1"
"ENSG00000204611.6|ZNF616"
"ENSG00000132510.10|KDM6B"
"ENSG00000231728.3|LL0XNC01-116E7.2"
"ENSG00000110107.8|PRPF19"
"ENSG00000167011.8|NAT16"
"ENSG00000162623.15|TYW3"
"ENSG00000183570.16|PCBP3"
"ENSG00000133812.15|SBF2"
"ENSG00000090020.10|SLC9A1"
"ENSG00000101470.9|TNNC2"
"ENSG00000196152.10|ZNF79"
"ENSG00000250107.1|CACNA1G-AS1"
"ENSG00000072609.17|CHFR"
"ENSG00000196358.10|NTNG2"
"ENSG00000124588.19|NQO2"
"ENSG00000119929.12|CUTC"
"ENSG00000135312.6|HTR1B"
"ENSG00000267128.1|RP11-449J21.5"
"ENSG00000156049.6|GNA14"
"ENSG00000197586.12|ENTPD6"
"ENSG00000113248.5|PCDHB15"
"ENSG00000221886.3|ZBED8"
"ENSG00000261786.1|RP4-555D20.2"
"ENSG00000185745.9|IFIT1"
"ENSG00000220205.8|VAMP2"
"ENSG00000163602.9|RYBP"
"ENSG00000112759.16|SLC29A1"
"ENSG00000184232.8|OAF"
"ENSG00000213585.10|VDAC1"
"ENSG00000260372.6|AQP4-AS1"
"ENSG00000166377.19|ATP9B"
"ENSG00000159307.18|SCUBE1"
"ENSG00000060558.3|GNA15"
"ENSG00000197872.11|FAM49A"
"ENSG00000070601.9|FRMPD1"
"ENSG00000186815.12|TPCN1"
"ENSG00000116786.11|PLEKHM2"
"ENSG00000117691.9|NENF"
"ENSG00000112541.13|PDE10A"
"ENSG00000169896.16|ITGAM"
"ENSG00000071205.11|ARHGAP10"
"ENSG00000005486.16|RHBDD2"
"ENSG00000184470.20|TXNRD2"
"ENSG00000108854.15|SMURF2"
"ENSG00000275111.4|ZNF2"
"ENSG00000197724.10|PHF2"
"ENSG00000267774.2|RP11-2N1.2"
"ENSG00000126583.10|PRKCG"
"ENSG00000162551.13|ALPL"
"ENSG00000023892.10|DEF6"
"ENSG00000177917.10|ARL6IP6"
"ENSG00000062370.16|ZNF112"
"ENSG00000016602.9|CLCA4"
"ENSG00000240979.1|RP11-79D8.2"
"ENSG00000075213.10|SEMA3A"
"ENSG00000170852.10|KBTBD2"
"ENSG00000184378.2|ACTRT3"
"ENSG00000277270.1|RP5-827E24.1"
"ENSG00000116127.17|ALMS1"
"ENSG00000196850.5|PPTC7"
"ENSG00000175390.12|EIF3F"
"ENSG00000114450.9|GNB4"
"ENSG00000261496.1|RP13-514E23.1"
"ENSG00000158813.17|EDA"
"ENSG00000028310.17|BRD9"
"ENSG00000172845.13|SP3"
"ENSG00000167641.10|PPP1R14A"
"ENSG00000157212.18|PAXIP1"
"ENSG00000100341.11|PNPLA5"
"ENSG00000014641.17|MDH1"
"ENSG00000132671.5|SSTR4"
"ENSG00000006282.20|SPATA20"
"ENSG00000105486.13|LIG1"
"ENSG00000065802.11|ASB1"
"ENSG00000105879.11|CBLL1"
"ENSG00000144229.11|THSD7B"
"ENSG00000100330.15|MTMR3"
"ENSG00000244274.7|DBNDD2"
"ENSG00000205517.12|RGL3"
"ENSG00000108578.14|BLMH"
"ENSG00000185261.14|KIAA0825"
"ENSG00000261416.1|RP11-455F5.5"
"ENSG00000153814.11|JAZF1"
"ENSG00000075856.11|SART3"
"ENSG00000144407.9|PTH2R"
"ENSG00000102038.15|SMARCA1"
"ENSG00000132837.14|DMGDH"
"ENSG00000101180.15|HRH3"
"ENSG00000150394.13|CDH8"
"ENSG00000160325.14|CACFD1"
"ENSG00000175482.8|POLD4"
"ENSG00000162552.14|WNT4"
"ENSG00000205726.14|ITSN1"
"ENSG00000105642.15|KCNN1"
"ENSG00000224243.1|LINC00403"
"ENSG00000266527.1|RP11-138P22.1"
"ENSG00000075785.12|RAB7A"
"ENSG00000006695.10|COX10"
"ENSG00000143079.14|CTTNBP2NL"
"ENSG00000109436.7|TBC1D9"
"ENSG00000171766.15|GATM"
"ENSG00000278129.1|ZNF8"
"ENSG00000108055.9|SMC3"
"ENSG00000168078.9|PBK"
"ENSG00000254154.8|RP4-798P15.3"
"ENSG00000188690.12|UROS"
"ENSG00000145990.10|GFOD1"
"ENSG00000188191.14|PRKAR1B"
"ENSG00000137563.11|GGH"
"ENSG00000117013.14|KCNQ4"
"ENSG00000112562.18|SMOC2"
"ENSG00000130508.10|PXDN"
"ENSG00000138101.18|DTNB"
"ENSG00000106330.11|MOSPD3"
"ENSG00000154380.17|ENAH"
"ENSG00000137198.9|GMPR"
"ENSG00000111224.13|PARP11"
"ENSG00000175697.10|GPR156"
"ENSG00000146521.9|LINC01558"
"ENSG00000253953.2|PCDHGB4"
"ENSG00000248890.1|HHIP-AS1"
"ENSG00000272269.1|RP11-500C11.3"
"ENSG00000108100.17|CCNY"
"ENSG00000188916.8|FAM196A"
"ENSG00000133216.16|EPHB2"
"ENSG00000268518.1|CTD-2545M3.8"
"ENSG00000171631.14|P2RY6"
"ENSG00000131269.15|ABCB7"
"ENSG00000009413.15|REV3L"
"ENSG00000008394.12|MGST1"
"ENSG00000137193.13|PIM1"
"ENSG00000067715.13|SYT1"
"ENSG00000134198.9|TSPAN2"
"ENSG00000134684.10|YARS"
"ENSG00000270021.1|CTC-203F4.2"
"ENSG00000175213.2|ZNF408"
"ENSG00000164733.20|CTSB"
"ENSG00000224078.12|SNHG14"
"ENSG00000171873.7|ADRA1D"
"ENSG00000186104.10|CYP2R1"
"ENSG00000225556.1|C2CD4D"
"ENSG00000047936.10|ROS1"
"ENSG00000197006.13|METTL9"
"ENSG00000122367.19|LDB3"
"ENSG00000181418.7|DDN"
"ENSG00000171223.5|JUNB"
"ENSG00000236200.5|KDM4A-AS1"
"ENSG00000162144.9|CYB561A3"
"ENSG00000224660.1|SH3BP5-AS1"
"ENSG00000205765.8|C5orf51"
"ENSG00000100139.13|MICALL1"
"ENSG00000170260.8|ZNF212"
"ENSG00000169181.12|GSG1L"
"ENSG00000108387.14|SEPT4"
"ENSG00000157093.8|LYZL4"
"ENSG00000170485.16|NPAS2"
"ENSG00000170836.11|PPM1D"
"ENSG00000196123.12|KIAA0895L"
"ENSG00000121966.6|CXCR4"
"ENSG00000013563.13|DNASE1L1"
"ENSG00000138107.12|ACTR1A"
"ENSG00000135540.11|NHSL1"
"ENSG00000107020.9|PLGRKT"
"ENSG00000121903.14|ZSCAN20"
"ENSG00000141985.9|SH3GL1"
"ENSG00000072952.18|MRVI1"
"ENSG00000131238.16|PPT1"
"ENSG00000106089.11|STX1A"
"ENSG00000160211.15|G6PD"
"ENSG00000253741.1|CTD-2292P10.4"
"ENSG00000171161.12|ZNF672"
"ENSG00000115594.11|IL1R1"
"ENSG00000135315.11|CEP162"
"ENSG00000101191.16|DIDO1"
"ENSG00000164402.13|SEPT8"
"ENSG00000135052.16|GOLM1"
"ENSG00000186088.15|GSAP"
"ENSG00000169925.16|BRD3"
"ENSG00000135900.3|MRPL44"
"ENSG00000148341.17|SH3GLB2"
"ENSG00000109158.10|GABRA4"
"ENSG00000117245.12|KIF17"
"ENSG00000101442.9|ACTR5"
"ENSG00000121905.9|HPCA"
"ENSG00000023909.9|GCLM"
"ENSG00000140262.17|TCF12"
"ENSG00000099998.17|GGT5"
"ENSG00000135269.17|TES"
"ENSG00000089916.17|GPATCH2L"
"ENSG00000150054.18|MPP7"
"ENSG00000065970.8|FOXJ2"
"ENSG00000180787.5|ZFP3"
"ENSG00000132879.13|FBXO44"
"ENSG00000198523.5|PLN"
"ENSG00000090975.12|PITPNM2"
"ENSG00000164941.13|INTS8"
"ENSG00000003436.14|TFPI"
"ENSG00000061337.15|LZTS1"
"ENSG00000183783.6|KCTD8"
"ENSG00000025156.12|HSF2"
"ENSG00000178187.7|ZNF454"
"ENSG00000256223.5|ZNF10"
"ENSG00000179841.8|AKAP5"
"ENSG00000117862.11|TXNDC12"
"ENSG00000113648.16|H2AFY"
"ENSG00000167536.13|DHRS13"
"ENSG00000146802.12|TMEM168"
"ENSG00000137463.4|MGARP"
"ENSG00000119041.10|GTF3C3"
"ENSG00000186732.13|MPPED1"
"ENSG00000161671.16|EMC10"
"ENSG00000101190.12|TCFL5"
"ENSG00000186174.12|BCL9L"
"ENSG00000178913.7|TAF7"
"ENSG00000111186.12|WNT5B"
"ENSG00000181284.2|TMEM102"
"ENSG00000144485.10|HES6"
"ENSG00000112214.10|FHL5"
"ENSG00000083845.8|RPS5"
"ENSG00000166592.11|RRAD"
"ENSG00000108883.12|EFTUD2"
"ENSG00000087085.13|ACHE"
"ENSG00000158526.7|TSR2"
"ENSG00000143434.15|SEMA6C"
"ENSG00000003096.13|KLHL13"
"ENSG00000174444.14|RPL4"
"ENSG00000198839.9|ZNF277"
"ENSG00000130948.9|HSD17B3"
"ENSG00000121417.13|ZNF211"
"ENSG00000091513.14|TF"
"ENSG00000168758.10|SEMA4C"
"ENSG00000067057.16|PFKP"
"ENSG00000229425.2|AJ006998.2"
"ENSG00000106263.17|EIF3B"
"ENSG00000077092.18|RARB"
"ENSG00000158850.14|B4GALT3"
"ENSG00000095539.15|SEMA4G"
"ENSG00000161955.16|TNFSF13"
"ENSG00000006007.11|GDE1"
"ENSG00000165637.13|VDAC2"
"ENSG00000182636.5|NDN"
"ENSG00000224404.1|LL22NC03-13G6.2"
"ENSG00000170893.3|TRH"
"ENSG00000189149.11|CRYM-AS1"
"ENSG00000174348.13|PODN"
"ENSG00000139192.11|TAPBPL"
"ENSG00000147050.14|KDM6A"
"ENSG00000139112.10|GABARAPL1"
"ENSG00000214756.7|METTL12"
"ENSG00000219200.11|RNASEK"
"ENSG00000142449.12|FBN3"
"ENSG00000081985.10|IL12RB2"
"ENSG00000125386.15|FAM193A"
"ENSG00000169554.17|ZEB2"
"ENSG00000130584.10|ZBTB46"
"ENSG00000179029.14|TMEM107"
"ENSG00000125686.11|MED1"
"ENSG00000142208.15|AKT1"
"ENSG00000170786.12|SDR16C5"
"ENSG00000153885.14|KCTD15"
"ENSG00000174996.11|KLC2"
"ENSG00000073417.14|PDE8A"
"ENSG00000204175.5|GPRIN2"
"ENSG00000111335.12|OAS2"
"ENSG00000188549.12|C15orf52"
"ENSG00000126709.14|IFI6"
"ENSG00000279113.1|RP13-895J2.8"
"ENSG00000198242.13|RPL23A"
"ENSG00000150510.16|FAM124A"
"ENSG00000235790.7|RP11-73M7.6"
"ENSG00000166348.18|USP54"
"ENSG00000127084.17|FGD3"
"ENSG00000198855.6|FICD"
"ENSG00000131375.9|CAPN7"
"ENSG00000261116.1|RP3-523K23.2"
"ENSG00000134748.12|PRPF38A"
"ENSG00000138780.14|GSTCD"
"ENSG00000036530.8|CYP46A1"
"ENSG00000105948.13|TTC26"
"ENSG00000072062.13|PRKACA"
"ENSG00000173258.12|ZNF483"
"ENSG00000165643.10|SOHLH1"
"ENSG00000120802.13|TMPO"
"ENSG00000115507.9|OTX1"
"ENSG00000138674.16|SEC31A"
"ENSG00000169499.14|PLEKHA2"
"ENSG00000137261.13|KIAA0319"
"ENSG00000278456.1|RP11-66B24.9"
"ENSG00000080573.6|COL5A3"
"ENSG00000154928.16|EPHB1"
"ENSG00000137804.12|NUSAP1"
"ENSG00000196793.13|ZNF239"
"ENSG00000134285.10|FKBP11"
"ENSG00000150776.17|C11orf57"
"ENSG00000135823.13|STX6"
"ENSG00000282851.1|BISPR"
"ENSG00000068903.19|SIRT2"
"ENSG00000079308.16|TNS1"
"ENSG00000136319.11|TTC5"
"ENSG00000167291.15|TBC1D16"
"ENSG00000106049.8|HIBADH"
"ENSG00000196218.12|RYR1"
"ENSG00000223573.6|TINCR"
"ENSG00000164929.16|BAALC"
"ENSG00000170681.6|MURC"
"ENSG00000086102.18|NFX1"
"ENSG00000105281.12|SLC1A5"
"ENSG00000114054.13|PCCB"
