"Gene"
"ENSG00000111530.12|CAND1"
"ENSG00000113391.17|FAM172A"
"ENSG00000163145.12|C1QTNF7"
"ENSG00000107518.16|ATRNL1"
"ENSG00000167881.14|SRP68"
"ENSG00000167549.18|CORO6"
"ENSG00000123119.11|NECAB1"
"ENSG00000109854.13|HTATIP2"
"ENSG00000272855.1|RP5-1102E8.3"
"ENSG00000183346.6|C10orf107"
"ENSG00000196705.8|ZNF431"
"ENSG00000115841.19|RMDN2"
"ENSG00000125870.10|SNRPB2"
"ENSG00000054392.12|HHAT"
"ENSG00000171004.17|HS6ST2"
"ENSG00000106278.11|PTPRZ1"
"ENSG00000142864.14|SERBP1"
"ENSG00000131095.11|GFAP"
"ENSG00000041982.15|TNC"
"ENSG00000146263.11|MMS22L"
"ENSG00000186998.15|EMID1"
"ENSG00000173517.10|PEAK1"
"ENSG00000154175.16|ABI3BP"
"ENSG00000176273.14|SLC35G1"
"ENSG00000237880.1|AC096669.2"
"ENSG00000144567.10|FAM134A"
"ENSG00000105516.10|DBP"
"ENSG00000196821.9|C6orf106"
"ENSG00000281706.2|LINC01012"
"ENSG00000144040.12|SFXN5"
"ENSG00000152034.10|MCHR2"
"ENSG00000182272.11|B4GALNT4"
"ENSG00000135049.15|AGTPBP1"
"ENSG00000105889.14|STEAP1B"
"ENSG00000151491.12|EPS8"
"ENSG00000124160.11|NCOA5"
"ENSG00000164597.13|COG5"
"ENSG00000253276.2|CCDC71L"
"ENSG00000103342.12|GSPT1"
"ENSG00000123096.11|SSPN"
"ENSG00000163785.12|RYK"
"ENSG00000134575.9|ACP2"
"ENSG00000137817.16|PARP6"
"ENSG00000140332.15|TLE3"
"ENSG00000130224.14|LRCH2"
"ENSG00000164442.9|CITED2"
"ENSG00000112290.12|WASF1"
"ENSG00000139651.10|ZNF740"
"ENSG00000184162.14|NR2C2AP"
"ENSG00000057608.16|GDI2"
"ENSG00000138279.15|ANXA7"
"ENSG00000132388.12|UBE2G1"
"ENSG00000163002.12|NUP35"
"ENSG00000077463.14|SIRT6"
"ENSG00000151240.16|DIP2C"
"ENSG00000198858.9|R3HDM4"
"ENSG00000092330.15|TINF2"
"ENSG00000078814.15|MYH7B"
"ENSG00000157734.13|SNX22"
"ENSG00000107789.15|MINPP1"
"ENSG00000138606.19|SHF"
"ENSG00000086159.12|AQP6"
"ENSG00000137767.13|SQRDL"
"ENSG00000186448.14|ZNF197"
"ENSG00000264364.2|DYNLL2"
"ENSG00000159409.14|CELF3"
"ENSG00000079689.13|SCGN"
"ENSG00000083750.12|RRAGB"
"ENSG00000224957.5|LINC01266"
"ENSG00000130988.12|RGN"
"ENSG00000119285.10|HEATR1"
"ENSG00000266524.2|GDF10"
"ENSG00000121871.3|SLITRK3"
"ENSG00000161036.11|LRWD1"
"ENSG00000167210.16|LOXHD1"
"ENSG00000226124.6|FTCDNL1"
"ENSG00000168484.12|SFTPC"
"ENSG00000106244.12|PDAP1"
"ENSG00000167191.11|GPRC5B"
"ENSG00000178966.16|RMI1"
"ENSG00000259070.5|LINC00639"
"ENSG00000203739.3|RP11-296O14.3"
"ENSG00000181408.3|UTS2R"
"ENSG00000178363.4|CALML3"
"ENSG00000072415.8|MPP5"
"ENSG00000186020.12|ZNF529"
"ENSG00000169635.9|HIC2"
"ENSG00000147571.4|CRH"
"ENSG00000143748.17|NVL"
"ENSG00000161011.19|SQSTM1"
"ENSG00000198324.13|FAM109A"
"ENSG00000225208.1|RP11-107I14.2"
"ENSG00000106785.14|TRIM14"
"ENSG00000142657.20|PGD"
"ENSG00000132639.12|SNAP25"
"ENSG00000162613.16|FUBP1"
"ENSG00000110925.6|CSRNP2"
"ENSG00000116668.12|SWT1"
"ENSG00000125347.13|IRF1"
"ENSG00000108797.11|CNTNAP1"
"ENSG00000254004.6|ZNF260"
"ENSG00000131142.13|CCL25"
"ENSG00000178752.15|ERFE"
"ENSG00000125629.14|INSIG2"
"ENSG00000247796.2|CTD-2366F13.1"
"ENSG00000119927.13|GPAM"
"ENSG00000236213.1|AC006369.2"
"ENSG00000172987.12|HPSE2"
"ENSG00000120820.12|GLT8D2"
"ENSG00000118655.4|DCLRE1B"
"ENSG00000077514.8|POLD3"
"ENSG00000116044.15|NFE2L2"
"ENSG00000122566.20|HNRNPA2B1"
"ENSG00000124788.17|ATXN1"
"ENSG00000172992.11|DCAKD"
"ENSG00000109107.13|ALDOC"
"ENSG00000188643.10|S100A16"
"ENSG00000267296.2|CEBPA-AS1"
"ENSG00000204323.5|SMIM5"
"ENSG00000072506.12|HSD17B10"
"ENSG00000067141.16|NEO1"
"ENSG00000271862.1|RP11-343L5.2"
"ENSG00000234456.7|MAGI2-AS3"
"ENSG00000167588.12|GPD1"
"ENSG00000116514.16|RNF19B"
"ENSG00000198040.10|ZNF84"
"ENSG00000162627.16|SNX7"
"ENSG00000130150.11|MOSPD2"
"ENSG00000074266.18|EED"
"ENSG00000170419.10|VSTM2A"
"ENSG00000082146.12|STRADB"
"ENSG00000080546.13|SESN1"
"ENSG00000108064.10|TFAM"
"ENSG00000168264.10|IRF2BP2"
"ENSG00000125351.11|UPF3B"
"ENSG00000100065.14|CARD10"
"ENSG00000267665.1|RP11-13K12.2"
"ENSG00000187626.8|ZKSCAN4"
"ENSG00000155324.9|GRAMD3"
"ENSG00000116191.17|RALGPS2"
"ENSG00000139190.16|VAMP1"
"ENSG00000198171.12|DDRGK1"
"ENSG00000169679.14|BUB1"
"ENSG00000226245.1|ZNF32-AS1"
"ENSG00000083807.9|SLC27A5"
"ENSG00000229672.2|RP11-184A2.3"
"ENSG00000237742.6|RP11-624M8.1"
"ENSG00000131116.11|ZNF428"
"ENSG00000087206.16|UIMC1"
"ENSG00000272398.5|CD24"
"ENSG00000153879.8|CEBPG"
"ENSG00000187605.15|TET3"
"ENSG00000142039.3|CCDC97"
"ENSG00000173267.13|SNCG"
"ENSG00000117598.11|PLPPR5"
"ENSG00000283025.1|RP11-477N12.5"
"ENSG00000116691.10|MIIP"
"ENSG00000066382.16|MPPED2"
"ENSG00000224888.4|RP5-1142A6.2"
"ENSG00000198730.7|CTR9"
"ENSG00000104808.7|DHDH"
"ENSG00000250366.2|TUNAR"
"ENSG00000166508.17|MCM7"
"ENSG00000172551.10|MUCL1"
"ENSG00000083857.13|FAT1"
"ENSG00000162775.14|RBM15"
"ENSG00000136891.13|TEX10"
"ENSG00000108829.9|LRRC59"
"ENSG00000132680.10|KIAA0907"
"ENSG00000082805.19|ERC1"
"ENSG00000213297.8|ZNF625-ZNF20"
"ENSG00000169562.9|GJB1"
"ENSG00000163754.17|GYG1"
"ENSG00000067596.10|DHX8"
"ENSG00000103569.9|AQP9"
"ENSG00000092140.14|G2E3"
"ENSG00000168672.3|FAM84B"
"ENSG00000124920.13|MYRF"
"ENSG00000136628.17|EPRS"
"ENSG00000168754.14|FAM178B"
"ENSG00000100711.13|ZFYVE21"
"ENSG00000153487.12|ING1"
"ENSG00000213160.9|KLHL23"
"ENSG00000172159.15|FRMD3"
"ENSG00000261754.2|CTC-523E23.1"
"ENSG00000176563.9|CNTD1"
"ENSG00000090612.20|ZNF268"
"ENSG00000120616.15|EPC1"
"ENSG00000042445.13|RETSAT"
"ENSG00000145388.14|METTL14"
"ENSG00000112378.11|PERP"
"ENSG00000163075.12|CFAP221"
"ENSG00000087250.8|MT3"
"ENSG00000049283.17|EPN3"
"ENSG00000138646.8|HERC5"
"ENSG00000164758.7|MED30"
"ENSG00000172493.20|AFF1"
"ENSG00000070526.14|ST6GALNAC1"
"ENSG00000205106.4|DKFZp779M0652"
"ENSG00000196743.8|GM2A"
"ENSG00000170903.10|MSANTD4"
"ENSG00000068028.17|RASSF1"
"ENSG00000228672.3|PROB1"
"ENSG00000140259.6|MFAP1"
"ENSG00000170558.8|CDH2"
"ENSG00000178177.15|LCORL"
"ENSG00000089116.3|LHX5"
"ENSG00000107738.19|C10orf54"
"ENSG00000159374.17|M1AP"
"ENSG00000228408.6|RP1-111D6.3"
"ENSG00000119714.10|GPR68"
"ENSG00000100014.19|SPECC1L"
"ENSG00000198718.12|FAM179B"
"ENSG00000256222.2|MTRNR2L3"
"ENSG00000120738.7|EGR1"
"ENSG00000189367.14|KIAA0408"
"ENSG00000133138.19|TBC1D8B"
"ENSG00000166582.9|CENPV"
"ENSG00000234222.6|RP11-315I20.1"
"ENSG00000225953.2|SATB2-AS1"
"ENSG00000102349.16|KLF8"
"ENSG00000167971.15|CASKIN1"
"ENSG00000102181.20|CD99L2"
"ENSG00000224536.2|RP11-134G8.7"
"ENSG00000070540.12|WIPI1"
"ENSG00000142634.12|EFHD2"
"ENSG00000094916.14|CBX5"
"ENSG00000189091.12|SF3B3"
"ENSG00000127377.8|CRYGN"
"ENSG00000117152.13|RGS4"
"ENSG00000075413.17|MARK3"
"ENSG00000125084.11|WNT1"
"ENSG00000244558.5|KCNK15-AS1"
"ENSG00000196456.10|ZNF775"
"ENSG00000101335.9|MYL9"
"ENSG00000066135.12|KDM4A"
"ENSG00000188906.14|LRRK2"
"ENSG00000146122.16|DAAM2"
"ENSG00000122585.7|NPY"
"ENSG00000170374.5|SP7"
"ENSG00000220008.3|LINGO3"
"ENSG00000136816.15|TOR1B"
"ENSG00000108389.9|MTMR4"
"ENSG00000187094.11|CCK"
"ENSG00000172936.12|MYD88"
"ENSG00000163364.9|LINC01116"
"ENSG00000131620.17|ANO1"
"ENSG00000113100.9|CDH9"
"ENSG00000197043.13|ANXA6"
"ENSG00000187695.7|RP11-723O4.6"
"ENSG00000255517.6|CTD-3074O7.5"
"ENSG00000095303.14|PTGS1"
"ENSG00000090487.10|SPG21"
"ENSG00000185774.14|KCNIP4"
"ENSG00000130822.15|PNCK"
"ENSG00000160408.14|ST6GALNAC6"
"ENSG00000086189.9|DIMT1"
"ENSG00000136231.13|IGF2BP3"
"ENSG00000128285.4|MCHR1"
"ENSG00000114767.6|RRP9"
"ENSG00000160208.12|RRP1B"
"ENSG00000100342.20|APOL1"
"ENSG00000197223.11|C1D"
"ENSG00000196628.14|TCF4"
"ENSG00000130962.17|PRRG1"
"ENSG00000049192.14|ADAMTS6"
"ENSG00000105325.13|FZR1"
"ENSG00000162069.14|BICDL2"
"ENSG00000167107.12|ACSF2"
"ENSG00000053747.15|LAMA3"
"ENSG00000116353.15|MECR"
"ENSG00000155858.5|LSM11"
"ENSG00000185972.5|CCIN"
"ENSG00000153363.12|LINC00467"
"ENSG00000283189.1|RP11-949J7.8"
"ENSG00000198818.9|SFT2D1"
"ENSG00000277249.1|MIR6784"
"ENSG00000090539.15|CHRD"
"ENSG00000239415.1|AP001469.9"
"ENSG00000107796.13|ACTA2"
"ENSG00000117009.11|KMO"
"ENSG00000166272.16|WBP1L"
"ENSG00000204843.12|DCTN1"
"ENSG00000071127.16|WDR1"
"ENSG00000264920.1|RP11-6N17.4"
"ENSG00000135426.15|TESPA1"
"ENSG00000167600.13|CYP2S1"
"ENSG00000259462.2|CPEB1-AS1"
"ENSG00000131669.9|NINJ1"
"ENSG00000099942.12|CRKL"
"ENSG00000132471.11|WBP2"
"ENSG00000119888.10|EPCAM"
"ENSG00000150867.13|PIP4K2A"
"ENSG00000233452.6|STXBP5-AS1"
"ENSG00000173327.7|MAP3K11"
"ENSG00000270321.1|RP11-2L8.2"
"ENSG00000155592.15|ZKSCAN2"
"ENSG00000267470.5|ZNF571-AS1"
"ENSG00000185803.8|SLC52A2"
"ENSG00000165458.13|INPPL1"
"ENSG00000178297.12|TMPRSS9"
"ENSG00000115073.7|ACTR1B"
"ENSG00000187147.17|RNF220"
"ENSG00000119778.14|ATAD2B"
"ENSG00000259207.7|ITGB3"
"ENSG00000105219.8|CNTD2"
"ENSG00000109339.18|MAPK10"
"ENSG00000182107.6|TMEM30B"
"ENSG00000233932.4|CTXN2"
"ENSG00000154511.11|FAM69A"
"ENSG00000080031.9|PTPRH"
"ENSG00000151552.11|QDPR"
"ENSG00000145332.13|KLHL8"
"ENSG00000156603.14|MED19"
"ENSG00000144331.18|ZNF385B"
"ENSG00000141576.14|RNF157"
"ENSG00000225465.8|RFPL1S"
"ENSG00000075131.9|TIPIN"
"ENSG00000064195.7|DLX3"
"ENSG00000147041.11|SYTL5"
"ENSG00000025423.11|HSD17B6"
"ENSG00000087076.8|HSD17B14"
"ENSG00000126861.4|OMG"
"ENSG00000182013.17|PNMAL1"
"ENSG00000155849.15|ELMO1"
"ENSG00000262454.2|MIR193BHG"
"ENSG00000229589.1|ACVR2B-AS1"
"ENSG00000240771.6|ARHGEF25"
"ENSG00000135744.7|AGT"
"ENSG00000170088.13|TMEM192"
"ENSG00000121067.17|SPOP"
"ENSG00000213626.11|LBH"
"ENSG00000142065.13|ZFP14"
"ENSG00000136448.11|NMT1"
"ENSG00000117751.17|PPP1R8"
"ENSG00000115598.9|IL1RL2"
"ENSG00000081052.11|COL4A4"
"ENSG00000084092.6|NOA1"
"ENSG00000113615.12|SEC24A"
"ENSG00000136859.9|ANGPTL2"
"ENSG00000171475.13|WIPF2"
"ENSG00000087842.10|PIR"
"ENSG00000141101.12|NOB1"
"ENSG00000143340.6|FAM163A"
"ENSG00000144821.9|MYH15"
"ENSG00000154124.4|OTULIN"
"ENSG00000173451.6|THAP2"
"ENSG00000082516.8|GEMIN5"
"ENSG00000135333.13|EPHA7"
"ENSG00000173391.8|OLR1"
"ENSG00000154096.13|THY1"
"ENSG00000164106.7|SCRG1"
"ENSG00000278899.1|AL358852.1"
"ENSG00000178882.14|FAM101A"
"ENSG00000169738.7|DCXR"
"ENSG00000170214.3|ADRA1B"
"ENSG00000186153.16|WWOX"
"ENSG00000179403.11|VWA1"
"ENSG00000126878.12|AIF1L"
"ENSG00000115593.14|SMYD1"
"ENSG00000152409.8|JMY"
"ENSG00000135124.14|P2RX4"
"ENSG00000182095.14|TNRC18"
"ENSG00000135919.12|SERPINE2"
"ENSG00000133477.16|FAM83F"
"ENSG00000156853.12|ZNF689"
"ENSG00000125531.6|FNDC11"
"ENSG00000172687.13|ZNF738"
"ENSG00000249896.2|RP11-586D19.1"
"ENSG00000109016.17|DHRS7B"
"ENSG00000120903.12|CHRNA2"
"ENSG00000112812.15|PRSS16"
"ENSG00000181804.14|SLC9A9"
"ENSG00000171792.10|RHNO1"
"ENSG00000257167.2|TMPO-AS1"
"ENSG00000009694.13|TENM1"
"ENSG00000164211.12|STARD4"
"ENSG00000135916.15|ITM2C"
"ENSG00000278934.1|CTD-2006M22.2"
"ENSG00000151952.15|TMEM132D"
"ENSG00000158321.15|AUTS2"
"ENSG00000131408.13|NR1H2"
"ENSG00000198785.4|GRIN3A"
"ENSG00000171988.17|JMJD1C"
"ENSG00000112531.16|QKI"
"ENSG00000181007.8|ZFP82"
"ENSG00000173253.15|DMRT2"
"ENSG00000163029.15|SMC6"
"ENSG00000129151.8|BBOX1"
"ENSG00000169764.14|UGP2"
"ENSG00000125967.16|NECAB3"
"ENSG00000118298.10|CA14"
"ENSG00000220575.7|HTR5A-AS1"
"ENSG00000116544.11|DLGAP3"
"ENSG00000157216.15|SSBP3"
"ENSG00000189159.15|HN1"
"ENSG00000007001.12|UPP2"
"ENSG00000186187.11|ZNRF1"
"ENSG00000101349.16|PAK5"
"ENSG00000126458.3|RRAS"
"ENSG00000005243.9|COPZ2"
"ENSG00000101343.14|CRNKL1"
"ENSG00000128487.16|SPECC1"
"ENSG00000185345.18|PARK2"
"ENSG00000137513.9|NARS2"
"ENSG00000112425.13|EPM2A"
"ENSG00000041515.15|MYO16"
"ENSG00000165606.8|DRGX"
"ENSG00000072163.19|LIMS2"
"ENSG00000016391.10|CHDH"
"ENSG00000186297.11|GABRA5"
"ENSG00000120800.4|UTP20"
"ENSG00000131100.12|ATP6V1E1"
"ENSG00000079215.13|SLC1A3"
"ENSG00000066557.5|LRRC40"
"ENSG00000185250.15|PPIL6"
"ENSG00000114698.14|PLSCR4"
"ENSG00000196378.11|ZNF34"
"ENSG00000032219.18|ARID4A"
"ENSG00000161960.14|EIF4A1"
"ENSG00000172830.12|SSH3"
"ENSG00000109787.12|KLF3"
"ENSG00000175183.9|CSRP2"
"ENSG00000260001.6|TGFBR3L"
"ENSG00000156427.7|FGF18"
"ENSG00000068615.17|REEP1"
"ENSG00000135549.14|PKIB"
"ENSG00000174799.10|CEP135"
"ENSG00000163431.12|LMOD1"
"ENSG00000250722.5|SEPP1"
"ENSG00000105088.8|OLFM2"
"ENSG00000169813.16|HNRNPF"
"ENSG00000080493.14|SLC4A4"
"ENSG00000066926.10|FECH"
"ENSG00000113161.15|HMGCR"
"ENSG00000154262.12|ABCA6"
"ENSG00000189171.14|S100A13"
"ENSG00000126970.15|ZC4H2"
"ENSG00000080298.15|RFX3"
"ENSG00000179071.4|CCDC89"
"ENSG00000247081.7|BAALC-AS1"
"ENSG00000132003.9|ZSWIM4"
"ENSG00000160963.13|COL26A1"
"ENSG00000158859.9|ADAMTS4"
"ENSG00000168350.7|DEGS2"
"ENSG00000159753.13|CARMIL2"
"ENSG00000139372.14|TDG"
"ENSG00000103056.11|SMPD3"
"ENSG00000180769.8|WDFY3-AS2"
"ENSG00000169258.6|GPRIN1"
"ENSG00000135697.9|BCO1"
"ENSG00000176624.10|MEX3C"
"ENSG00000131242.16|RAB11FIP4"
"ENSG00000132026.13|RTBDN"
"ENSG00000095794.19|CREM"
"ENSG00000134686.17|PHC2"
"ENSG00000085382.11|HACE1"
"ENSG00000117597.17|DIEXF"
"ENSG00000100353.17|EIF3D"
"ENSG00000153291.15|SLC25A27"
"ENSG00000136485.14|DCAF7"
"ENSG00000160323.18|ADAMTS13"
"ENSG00000149948.13|HMGA2"
"ENSG00000015532.9|XYLT2"
"ENSG00000233360.4|Z83844.1"
"ENSG00000253846.2|PCDHGA10"
"ENSG00000116329.10|OPRD1"
"ENSG00000120833.13|SOCS2"
"ENSG00000184731.5|FAM110C"
"ENSG00000176771.15|NCKAP5"
"ENSG00000101473.16|ACOT8"
"ENSG00000115128.6|SF3B6"
"ENSG00000162769.12|FLVCR1"
"ENSG00000183662.10|FAM19A1"
"ENSG00000223414.2|LINC00473"
"ENSG00000251209.7|LINC00923"
"ENSG00000163214.20|DHX57"
"ENSG00000159873.9|CCDC117"
"ENSG00000144285.16|SCN1A"
"ENSG00000131711.14|MAP1B"
"ENSG00000128656.13|CHN1"
"ENSG00000139880.19|CDH24"
"ENSG00000251369.8|ZNF550"
"ENSG00000101972.18|STAG2"
"ENSG00000198646.13|NCOA6"
"ENSG00000109917.10|ZPR1"
"ENSG00000131724.10|IL13RA1"
"ENSG00000117305.14|HMGCL"
"ENSG00000156253.6|RWDD2B"
"ENSG00000136925.14|TSTD2"
"ENSG00000062038.13|CDH3"
"ENSG00000033627.15|ATP6V0A1"
"ENSG00000104427.11|ZC2HC1A"
"ENSG00000164089.8|ETNPPL"
"ENSG00000247240.7|UBL7-AS1"
"ENSG00000110218.8|PANX1"
"ENSG00000113643.8|RARS"
"ENSG00000255389.1|C6orf3"
"ENSG00000128510.10|CPA4"
"ENSG00000104412.7|EMC2"
"ENSG00000130638.15|ATXN10"
"ENSG00000072401.14|UBE2D1"
"ENSG00000006740.16|ARHGAP44"
"ENSG00000164307.12|ERAP1"
"ENSG00000105323.16|HNRNPUL1"
"ENSG00000138346.14|DNA2"
"ENSG00000110330.8|BIRC2"
"ENSG00000185518.11|SV2B"
"ENSG00000260838.3|RP11-531A24.3"
"ENSG00000162645.12|GBP2"
"ENSG00000227115.7|LINC01630"
"ENSG00000197808.11|ZNF461"
"ENSG00000248713.1|RP11-766F14.2"
"ENSG00000232098.3|CTD-2619J13.14"
"ENSG00000070961.15|ATP2B1"
"ENSG00000174684.6|B4GAT1"
"ENSG00000178999.12|AURKB"
"ENSG00000159882.12|ZNF230"
"ENSG00000060237.16|WNK1"
"ENSG00000166949.15|SMAD3"
"ENSG00000099992.15|TBC1D10A"
"ENSG00000099365.9|STX1B"
"ENSG00000233621.1|LINC01137"
"ENSG00000099840.13|IZUMO4"
"ENSG00000100505.13|TRIM9"
"ENSG00000175662.17|TOM1L2"
"ENSG00000230805.6|AL132709.1"
"ENSG00000011332.19|DPF1"
"ENSG00000196159.11|FAT4"
"ENSG00000136715.17|SAP130"
"ENSG00000185614.4|FAM212A"
"ENSG00000279484.1|KLHL30-AS1"
"ENSG00000187715.13|KBTBD12"
"ENSG00000188026.12|RILPL1"
"ENSG00000257069.5|KCNK4-TEX40"
"ENSG00000148814.17|LRRC27"
"ENSG00000275052.4|PPP4R3B"
"ENSG00000166924.8|NYAP1"
"ENSG00000188501.11|LCTL"
"ENSG00000108175.16|ZMIZ1"
"ENSG00000171310.10|CHST11"
"ENSG00000161912.17|ADCY10P1"
"ENSG00000113328.18|CCNG1"
"ENSG00000140563.14|MCTP2"
"ENSG00000146414.15|SHPRH"
"ENSG00000077942.18|FBLN1"
"ENSG00000114757.18|PEX5L"
"ENSG00000099957.16|P2RX6"
"ENSG00000180440.3|SERTM1"
"ENSG00000147889.17|CDKN2A"
"ENSG00000106799.12|TGFBR1"
"ENSG00000092529.23|CAPN3"
"ENSG00000162711.16|NLRP3"
"ENSG00000145908.12|ZNF300"
"ENSG00000142185.16|TRPM2"
"ENSG00000135801.9|TAF5L"
"ENSG00000112182.14|BACH2"
"ENSG00000188783.5|PRELP"
"ENSG00000272622.1|RP11-395N3.2"
"ENSG00000081386.12|ZNF510"
"ENSG00000184221.12|OLIG1"
"ENSG00000185262.8|UBALD2"
"ENSG00000272459.1|RP11-1277A3.3"
"ENSG00000233532.5|LINC00460"
"ENSG00000128283.6|CDC42EP1"
"ENSG00000182405.5|PGBD4"
"ENSG00000164088.17|PPM1M"
"ENSG00000198252.11|STYX"
"ENSG00000104897.9|SF3A2"
"ENSG00000145780.7|FEM1C"
"ENSG00000124194.16|GDAP1L1"
"ENSG00000011451.17|WIZ"
"ENSG00000167077.12|MEI1"
"ENSG00000203880.11|PCMTD2"
"ENSG00000272888.5|LINC01578"
"ENSG00000263004.1|RP11-166P13.3"
"ENSG00000117115.12|PADI2"
"ENSG00000245573.7|BDNF-AS"
"ENSG00000134824.13|FADS2"
"ENSG00000182963.9|GJC1"
"ENSG00000067225.17|PKM"
"ENSG00000129538.13|RNASE1"
"ENSG00000156711.16|MAPK13"
"ENSG00000115041.12|KCNIP3"
"ENSG00000110446.10|SLC15A3"
"ENSG00000172350.9|ABCG4"
"ENSG00000077380.15|DYNC1I2"
"ENSG00000121413.12|ZSCAN18"
"ENSG00000175130.6|MARCKSL1"
"ENSG00000112981.4|NME5"
"ENSG00000168917.8|SLC35G2"
"ENSG00000173418.11|NAA20"
"ENSG00000158480.10|SPATA2"
"ENSG00000117594.9|HSD11B1"
"ENSG00000173193.13|PARP14"
"ENSG00000239382.10|ALKBH6"
"ENSG00000136237.18|RAPGEF5"
"ENSG00000163655.15|GMPS"
"ENSG00000144366.15|GULP1"
"ENSG00000247828.7|TMEM161B-AS1"
"ENSG00000151474.20|FRMD4A"
"ENSG00000179820.15|MYADM"
"ENSG00000175287.18|PHYHD1"
"ENSG00000100304.12|TTLL12"
"ENSG00000162714.12|ZNF496"
"ENSG00000155111.14|CDK19"
"ENSG00000147872.9|PLIN2"
"ENSG00000198182.12|ZNF607"
"ENSG00000156381.8|ANKRD9"
"ENSG00000101638.13|ST8SIA5"
"ENSG00000283224.1|AC013264.1"
"ENSG00000096063.15|SRPK1"
"ENSG00000101255.10|TRIB3"
"ENSG00000159184.7|HOXB13"
"ENSG00000129951.18|PLPPR3"
"ENSG00000163931.15|TKT"
"ENSG00000198910.12|L1CAM"
"ENSG00000172403.10|SYNPO2"
"ENSG00000181827.14|RFX7"
"ENSG00000087365.15|SF3B2"
"ENSG00000273203.1|AC006946.16"
"ENSG00000083814.13|ZNF671"
"ENSG00000144550.12|CPNE9"
"ENSG00000144119.3|C1QL2"
"ENSG00000196943.12|NOP9"
"ENSG00000115207.13|GTF3C2"
"ENSG00000155330.9|C16orf87"
"ENSG00000113263.12|ITK"
"ENSG00000171603.16|CLSTN1"
"ENSG00000183340.6|JRKL"
"ENSG00000137338.5|PGBD1"
"ENSG00000179583.18|CIITA"
"ENSG00000205795.4|CYS1"
"ENSG00000263818.5|CTD-2206N4.4"
"ENSG00000101203.16|COL20A1"
"ENSG00000006451.7|RALA"
"ENSG00000144061.12|NPHP1"
"ENSG00000182389.19|CACNB4"
"ENSG00000138172.10|CALHM2"
"ENSG00000185290.3|NUPR2"
"ENSG00000150687.11|PRSS23"
"ENSG00000143498.17|TAF1A"
"ENSG00000205808.5|PLPP6"
"ENSG00000138642.14|HERC6"
"ENSG00000162032.15|SPSB3"
"ENSG00000069020.18|MAST4"
"ENSG00000120254.15|MTHFD1L"
"ENSG00000152785.6|BMP3"
"ENSG00000279437.1|RP3-326L13.2"
"ENSG00000085563.14|ABCB1"
"ENSG00000127337.6|YEATS4"
"ENSG00000187231.13|SESTD1"
"ENSG00000147117.7|ZNF157"
"ENSG00000001460.17|STPG1"
"ENSG00000157005.3|SST"
"ENSG00000165995.18|CACNB2"
"ENSG00000166444.18|ST5"
"ENSG00000106078.17|COBL"
"ENSG00000074657.13|ZNF532"
"ENSG00000277494.1|GPIHBP1"
"ENSG00000258534.1|CTD-2134A5.4"
"ENSG00000158427.14|TMSB15B"
"ENSG00000137500.9|CCDC90B"
"ENSG00000134548.9|SPX"
"ENSG00000135625.7|EGR4"
"ENSG00000255737.2|AGAP2-AS1"
"ENSG00000158109.14|TPRG1L"
"ENSG00000132688.10|NES"
"ENSG00000070756.14|PABPC1"
"ENSG00000126787.12|DLGAP5"
"ENSG00000134917.9|ADAMTS8"
"ENSG00000248540.2|RP11-247C2.2"
"ENSG00000185219.16|ZNF445"
"ENSG00000108509.20|CAMTA2"
"ENSG00000121864.9|ZNF639"
"ENSG00000151640.12|DPYSL4"
"ENSG00000108823.15|SGCA"
"ENSG00000184307.13|ZDHHC23"
"ENSG00000186479.4|RGS7BP"
"ENSG00000149294.16|NCAM1"
"ENSG00000197183.13|NOL4L"
"ENSG00000167123.18|CERCAM"
"ENSG00000091428.17|RAPGEF4"
"ENSG00000260878.1|RP11-320H14.1"
"ENSG00000137267.5|TUBB2A"
"ENSG00000110367.11|DDX6"
"ENSG00000138496.16|PARP9"
"ENSG00000104408.9|EIF3E"
"ENSG00000172262.11|ZNF131"
"ENSG00000068654.15|POLR1A"
"ENSG00000135541.20|AHI1"
"ENSG00000261121.1|RP11-496D24.2"
"ENSG00000104774.12|MAN2B1"
"ENSG00000108312.14|UBTF"
"ENSG00000123472.12|ATPAF1"
"ENSG00000134709.10|HOOK1"
"ENSG00000076826.9|CAMSAP3"
"ENSG00000004487.15|KDM1A"
"ENSG00000183092.16|BEGAIN"
"ENSG00000142621.19|FHAD1"
"ENSG00000172568.4|FNDC9"
"ENSG00000091527.15|CDV3"
"ENSG00000162604.12|TM2D1"
"ENSG00000145335.15|SNCA"
"ENSG00000141934.9|PLPP2"
"ENSG00000156298.12|TSPAN7"
"ENSG00000236451.2|AC067956.1"
"ENSG00000164244.20|PRRC1"
"ENSG00000130876.11|SLC7A10"
"ENSG00000173227.13|SYT12"
"ENSG00000129473.9|BCL2L2"
"ENSG00000070501.11|POLB"
"ENSG00000167384.10|ZNF180"
"ENSG00000106459.14|NRF1"
"ENSG00000148541.12|FAM13C"
"ENSG00000152104.11|PTPN14"
"ENSG00000106633.15|GCK"
"ENSG00000163406.10|SLC15A2"
"ENSG00000148948.7|LRRC4C"
"ENSG00000141452.9|C18orf8"
"ENSG00000148655.14|C10orf11"
"ENSG00000145087.12|STXBP5L"
"ENSG00000196547.14|MAN2A2"
"ENSG00000107679.14|PLEKHA1"
"ENSG00000183741.11|CBX6"
"ENSG00000139292.12|LGR5"
